,count,hate_speech,offensive_language,neither,class,tweet,
15369,3,0,0,3,2,RT @DoctoroftheDead: @Jackson_D_Chase @violet_berry_ You realize I&#8217;m going to have to get out all those #horror and other poems I wrote abo&#8230;,
15370,3,0,0,3,2,"RT @Dodgers: ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -@TommyLasorda http://t.co/3FYTvuzNZB",
15373,3,0,0,3,2,"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS",
15376,3,0,0,3,2,RT @DomWorldPeace: Teixeira on point tonight. #Yankees,
15382,3,0,0,3,2,"RT @DonnieWahlberg: Happy #BLUBLOODS Friday! 

Off to @CBSNews to sit down with the gang on CBS This Morning!

Join us in the 8 o'clock ho&#8230;",
15383,3,0,0,3,2,RT @DonnieWahlberg: On set of #BlueBloods. Hoping there are no birds perched above me... http://t.co/oDhq52QiLe,
15390,3,0,1,2,2,"RT @Dory: my anaconda don't want none, unless you defeat the Huns, son http://t.co/uzTkGaWTfM",
15396,3,0,0,3,2,RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,
15397,3,0,1,2,2,"RT @DragonflyJonez: ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO",
15403,3,0,1,2,2,RT @DreCordero: Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.,
15409,3,0,0,3,2,RT @Drewmking: @Joely_Poly @Victoria_Finae he plays for the Yankees right?,
15410,3,0,1,2,2,RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,
15429,3,0,0,3,2,"RT @DugoutLegends: Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games.
#IronHorse #Yankees http://t.co/O6sofyOh&#8230;",
15430,3,0,0,3,2,"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;",
15431,3,0,0,3,2,RT @DumbTo: Polly want a cracker? #DumbTo http://t.co/zC8MlwnEUc,
15432,3,0,0,3,2,RT @DuncanIdunno: Smash into windshields? RT @coorslightca: The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;,
15442,3,0,1,2,2,RT @EJ_RealTalk: &#8220;@SirRayCharles: Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;,
15443,3,1,0,2,2,RT @EMAdair225: Illegals bringing diseases across border. Contagious patients separated from others by yellow tape... pregnant teens http:/&#8230;,
15446,6,0,0,6,2,"RT @ESPNNFL: For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East http://t.co/zMkwGNzOCT",
15452,3,0,0,3,2,RT @EarthPix: Up with the birds to fish on the Li River http://t.co/XnrAlT1PHM,
15458,3,0,0,3,2,"RT @EchelonInsights: Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",
15462,3,0,0,3,2,"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;",
15465,9,2,2,5,2,RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike,
15470,3,0,0,3,2,RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,
15479,3,0,0,3,2,RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,
15481,3,0,0,3,2,RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,
15484,3,0,0,3,2,RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash,
15492,3,0,0,3,2,RT @EverybodyHatesX: He's trash RT @Yerrp08: Too early to call Austin Rivers a draft bust ?,
15494,3,0,0,3,2,RT @EvilMikeTomlin: Came to training camp today to find Charlie Batch asleep on the curb...,
15497,3,0,1,2,2,RT @F1abraham: Crew of women hillbillies &amp; gangsters w/the director #ItsAWRAP @AxemanTheMovie @JostonTheney @RachelEReilly &#9992;&#65039;&#127916;&#127909; http://t.co&#8230;,
15512,3,0,0,3,2,RT @FaZeSpaceLy: How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&#8230;,
15513,3,0,1,2,2,"RT @Faaz71: #Taakstraf in herkenbaar hesje in je eigen buurt. Pleit er al jaren voor. Weet hoe bevreesd ik er ooit voor was, da'k er te wer&#8230;",
15518,3,0,0,3,2,"RT @Fact: Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;",
15520,3,0,0,3,2,"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP",
15521,3,0,0,3,2,RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;,
15523,3,0,0,3,2,"RT @Fant4stic63: Can kids say much when their parents pay for everything? RT @Andrea_Michele: If he paying every bill, I can't complain abo&#8230;",
15536,3,0,0,3,2,RT @FeinsandNYDN: Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.,
15553,3,0,1,2,2,"RT @FilmFatale_NYC: Wow, he basically just told his daughter ""I want some mocha colored grandbabies!"" #HTGAWM",
15570,3,0,1,2,2,RT @FolllowEsteban: I think the Clips and Thunder would've gave the Heat a good as well...the East is just trash,
15571,3,0,0,3,2,RT @FoodPornPhotos: Oreo Cheesecake Bites. http://t.co/ybOQrrTJyt,
15572,3,0,0,3,2,RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg,
15573,3,0,0,3,2,RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,
15574,3,0,0,3,2,RT @FoodPornsx: Oreo ice cream. ~ http://t.co/thrkAobdVj,
15575,3,0,0,3,2,RT @FoodPornsx: Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar http://t.co/7YvXiJmmcp,
15576,3,0,0,3,2,RT @FoodTabloid: Oreo cake http://t.co/iJ0idCAQMl,
15577,3,0,0,3,2,RT @Food_BibIe: Oreo Ice Cream Cake http://t.co/sW0A1HQhyy,
15580,6,0,0,6,2,"RT @Forbes: 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: http://t.co/MImizth0OZ http://t.co&#8230;",
15583,3,0,0,3,2,RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,
15589,3,0,0,3,2,RT @FreddyAmazin: How can anyone hate Charlie Sheen http://t.co/NiEJirYg7u,
15612,3,0,1,2,2,"RT @FriendlyAssh0le: Todays Horoscope: 

you're still a hoe

That is all. have a nice day",
15630,3,0,1,2,2,"RT @FukTylar: ""Heard you was talkin trash like I wouldn't find out"" http://t.co/8LpcnHM9XB",
15637,3,0,0,3,2,RT @FunnyJokeBook: I hope I made these pot brownies right http://t.co/iDDDHPPjiu,
15639,3,0,0,3,2,RT @FunnyJulius: Please win it all this year @Yankees,
15640,3,0,1,2,2,RT @FunnyOGtweets: When rednecks fool around with the aux cord http://t.co/Tyzuro7qR5,
15656,3,0,0,3,2,"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l",
15675,3,0,0,3,2,"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;",
15682,3,0,1,2,2,RT @GabrielaAngela4: @JacklynAnnn I'm not even ghetto!!!!,
15686,3,0,0,3,2,"RT @Garin: ""A day without laughter is a day wasted."" 

~Charlie Chaplin",
15688,3,0,1,2,2,"RT @Garvey_B: New sign up at mong kok protest site says: ""fight for democracy and oppose the communists to have a future"" http://t.co/w2pOn&#8230;",
15691,3,0,0,3,2,RT @GatorDwqam: Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.,
15693,3,0,0,3,2,RT @Gawker: Conan O'Brien mocks the new Call of Duty game while getting killed repeatedly. http://t.co/GfCsARhTJT,
15709,3,0,0,3,2,RT @GianneNichole: trassshhh RT @Willie_OBeamen: Them 13's that come out this weekend so trash!,
15710,3,0,0,3,2,"RT @Giants: Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: http://t.co/&#8230;",
15712,3,0,0,3,2,"RT @GirlfriendNotes: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam&#8230;",
15715,3,0,1,2,2,"RT @GlennSoucy1: The crows warned you to stay away from the island. Will you?
THE SOUL COLLECTOR
http://t.co/VTc661dC65 #IAN1 http://t.co/1&#8230;",
15717,3,0,0,3,2,RT @GoatIdeas: Oreo Frappuccino http://t.co/o3QJ8M1nFf,
15723,3,0,0,3,2,"RT @Goldkamp247: Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever&#8230;",
15728,3,0,1,2,2,RT @Goons_TXT: Only retards and dads roll Lawful Good.,
15734,3,0,1,2,2,RT @GossipCop: Charlie Sheen SLAMS Rihanna For Rejecting His Fiancee: You&#8217;re A Rude &#8220;Idiot&#8221; With Bad Wig http://t.co/NChn9cRLCj,
15739,3,0,0,3,2,RT @GreGooglyMoogly: My mind is so clear a bird just crashed into the side of my head.,
15742,3,0,1,2,2,RT @Great_Bryt: Riff Raff is trash,
15744,3,0,0,3,2,"RT @GreenLanternJet: I was already 24 when Jeter arrived so I had plenty of #Yankees memories, but next year is going to be very odd indeed.",
15752,3,0,1,2,2,RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;,
15769,3,0,1,2,2,RT @HBCUfessions: I guess my confessions trash because none of them got posted- FAMU,
15776,3,0,0,3,2,RT @HEGS_com: What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro,
15786,3,0,1,2,2,RT @HMSguy: Rahal's an idiot. Second time this year he's wrecked someone under yellow.,
15803,3,0,1,2,2,RT @Harry_Dillema: @GJK1979 @fluutekies @moniquesparla @wltrrr Ik vraag me al maanden af hoe de NL pers zich als een stel hoeren is gaan ge&#8230;,
15804,3,0,0,3,2,RT @Harry_Styles: @kathygriffin I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx,
15805,6,0,0,6,2,RT @Harry_Styles: A bird pooped on me.,
15806,6,0,0,6,2,RT @Harry_Styles: It was all yellow. http://t.co/xB4dkWuoKi,
15807,3,0,0,3,2,"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;",
15832,3,0,0,3,2,RT @Henry_3k: When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th&#8230;,
15835,3,0,0,3,2,"RT @Herman_NYRBlog: Yankees shouldn't even bother to show up to Boston, man. Just fold the franchise. Cancel baseball.",
15837,3,0,0,3,2,"RT @HeroineAddict: 15 y/o me totally understood 'Twin Peaks'.

40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers &#8230;",
15847,3,0,0,3,2,RT @HighSchoolSuckz: i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;,
15855,3,0,0,3,2,RT @HipHopIsDeaddd: Cowboys trash again.The NFL is bike to normal,
15858,3,0,0,3,2,"RT @HistoryInPics: Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 http://t.co/hltkroqRys",
15860,3,0,0,3,2,RT @HitmanHolla: RT @AYEVERB: OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,
15866,3,0,0,3,2,"RT @HobsonDarlene: ""@1Corinthians126: @HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels""
&#8230;",
15867,3,0,0,3,2,RT @Hobson_2: That's for the birds.,
15872,3,0,0,3,2,RT @Hokuboku: I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ...,
15879,3,0,0,3,2,RT @Holyfield67: Jihadi Work Accidents: 13 Taliban Fighters Killed When Their IEDs Detonated Prematurely&#8230; http://t.co/JUphsx1zps #Celebrate&#8230;,
15886,3,0,0,3,2,"RT @HoodJesusYo: Last name, Sinner
First name, Imma
Like ur pancakes in tha mornin, 
He got u covered like Aunt Jemima",
15888,3,0,1,2,2,RT @HoodsButtCrack: @vegebitemeash 10 brownie points for you,
15895,3,0,1,2,2,"RT @HornyFacts: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a&#8230;",
15897,3,0,1,2,2,RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos,
15899,6,0,0,6,2,"RT @HowardRoper: If you don't like my tweets with my belief in Jesus Christ, please respect it, but don't mock it or make negative remarks&#8230;",
15902,3,0,0,3,2,"RT @HuffingtonPost: Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho&#8230;",
15907,3,0,1,2,2,"RT @HuhWhatsACondom: This would never happen at a ""non-colored"" award show @BETAwards http://t.co/rUJNu1l7t8",
15916,9,0,0,9,2,RT @IAMMISSRAMIREZ: Charlie Sheen is the man lol http://t.co/FCfSbvAphh,
15938,3,0,0,3,2,RT @IWILLSTILLRISE: If you not gator you gator bait #gatornation,
15940,3,0,1,2,2,RT @I_Be_kOoLz Food be good...except that rice they cook that bitch on Monday for the week + Tootsies?,
15960,3,0,0,3,2,"RT @Iaughatmypain: My anaconda don't &#128581;
My anaconda don't &#9995;
My anaconda don't &#128683;

&#128079; Want 
&#128079; None 
&#128079; Unless 
&#128079; You 
&#128079; Got 

&#127838;&#127838;&#127838; Bunz &#127838;&#127838;&#127838;

&#128129;Hun",
15963,3,0,0,3,2,RT @IcySoleOnline: Should of been a cork sole RT @Johnny_Blaz3: why is there no cork on the WTL XI?,
15969,3,0,0,3,2,RT @Ih8lightskins__: redskins gonna win and thats all im saying for the night,
15970,3,0,1,2,2,"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;",
15974,3,0,0,3,2,RT @Ilovebamf: I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; http://t.co/WinZvfxdL8,
15982,3,0,0,3,2,RT @ImHis_Treasure: For the last few weeks my name been cripple &#128555;&#9855;&#65039;,
15992,6,0,1,5,2,"RT @ImNeverChillin: When yo phone go off in class &amp; the teacher say ""turn that trash off"" but it's one of the songs on yo mixtape http://t.&#8230;",
16012,3,0,0,3,2,RT @ImaPlainJane: @SimplySoulful Uncle Charlie and nem lol,
16014,3,0,0,3,2,"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",
16017,3,0,0,3,2,RT @India_MSM: can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita https://t.co/IjeAhR3cJI &#8230; will he apologise ?&#8230;,
16018,3,0,0,3,2,RT @InduZtriouZ_Neo: I am a strong believer that birds of a feather flock together,
16022,3,0,0,3,2,"RT @InnocentMarina6: *Goes to Yankee candle*

*buys beer scented candle*

*goes home, lights it* 

*waits for a boyfriend*",
16027,3,0,0,3,2,RT @ItsChee_: Whipped https://t.co/uCV3Hrjatv,
16032,3,0,0,3,2,RT @ItsFoodPorn: Cookies n' Cream Oreo Fudge Ice Cream http://t.co/nAINpWXTJc,
16033,3,0,0,3,2,RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,
16034,3,0,0,3,2,RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi,
16035,3,0,0,3,2,RT @ItsFoodPorn: Oreo Ice Cream Sandwiches http://t.co/8ha6Xac0h5,
16036,3,0,0,3,2,RT @ItsFoodPorn: Oreo cheesecake bites! http://t.co/iHgu1ZuyZt,
16037,3,0,0,3,2,"RT @ItsGirllCode: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam bra",
16038,3,0,1,2,2,RT @ItsGirllCode: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,
16040,3,0,0,3,2,"RT @ItsJustJill: Obama Says He&#8217;s &#8220;Irritated&#8221; But &#8220;Does Not Feel Repudiated&#8221; After Losing Senate (Video) http://t.co/2U10aolKXG 
Awwwww...ho&#8230;",
16041,3,0,0,3,2,"RT @ItsKayven: If your girlfriend is taller than you, it's her responsibility to take the trash out &amp; fight off anyone that breaks into you&#8230;",
16059,3,0,0,3,2,"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19",
16064,3,0,0,3,2,RT @JBilinovich: You may be redneck if you put steak seasoning on popcorn @weidie1211,
16066,3,0,1,2,2,RT @JC2theQ: Yanks walk off win &#128591;,
16072,3,0,0,3,2,RT @JFish13: Where has this been all year? But still #FireCashman #Yankees,
16081,3,0,0,3,2,RT @JOEL9ONE: Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;,
16083,3,0,1,2,2,RT @JOscarJr: @paullemat Happy Birthday! Take a spin in that yellow coupe... #shutemdown http://t.co/xGy7gIGOn8,
16086,3,0,1,2,2,"RT @JStac825: There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;",
16087,4,0,1,3,2,RT @JZolly23: Kickin trash cans on the golf cart #yeeyee @weidie1211 @mowder03 @JBilinovich @cmnw86,
16094,3,0,0,3,2,"RT @JackBPR: Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; http://t.co/9Oq5GTPmXx via @BizPacRevi&#8230;",
16104,3,0,1,2,2,"RT @JakeEye3: after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",
16105,3,1,0,2,2,"RT @JakeG_BasedGod: ""Never go full retard""",
16109,3,0,1,2,2,RT @Jakelewis44_: We don't luv deez hoes&#128527; http://t.co/oFjlxAO5SF,
16113,6,2,0,4,2,"RT @JamesOKeefeIII: Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&#8221; http://&#8230;",
16123,3,0,1,2,2,"RT @JareerKassis: Charlie Rose: Can you coexist with Israel? Meshal: *Not* as occupiers. After that, national consensus will decide, not Ha&#8230;",
16130,3,0,0,3,2,RT @JaworskiMeats: Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie&#8230; http://t.co/Gm4h&#8230;,
16158,3,0,0,3,2,"RT @JeffDuncan_: JSU coach Omar Johnson: ""It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are &#8230;",
16160,3,0,0,3,2,RT @JeneBramel: Clever. RT @LanceMcAlister: Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;,
16174,6,0,0,6,2,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8",
16187,3,0,0,3,2,"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",
16189,3,0,0,3,2,RT @Joan_Rivers: Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...,
16213,3,0,0,3,2,RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.,
16214,3,0,0,3,2,RT @JohnBishop100: Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb,
16218,3,0,0,3,2,"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;",
16222,3,0,0,3,2,RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.,
16223,3,0,0,3,2,"RT @JonHorstHoyer: ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;",
16228,3,0,0,3,2,RT @JonyPrivat: #cheese #crackers #lacking http://t.co/ijDHKWdkoQ,
16236,3,0,0,3,2,"RT @JoshYohe_Trib: I wrote whole game story on how Orpik shut down Ovi two nights in a row. Many of you will mock this. But he was really, &#8230;",
16243,6,1,1,4,2,RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,
16245,3,0,0,3,2,RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;,
16267,3,0,1,2,2,RT @JustReIatabIe: when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc,
16273,3,0,0,3,2,RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,
16277,3,0,0,3,2,"RT @KHOU: Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back.

&#160;&#160;&#160;&#160;&#160;&#160; http://t.co/HvNUJT6Ss2 #Sport&#8230;",
16278,3,0,0,3,2,"RT @KILLQuana: Hun, wrong social networking site RT&#8220;@Schwaggy_Chulo: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",
16303,3,0,1,2,2,"RT @KMOquality: Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;",
16305,3,0,1,2,2,"RT @KNegandhiESPN: That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",
16307,3,0,0,3,2,"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;",
16320,3,0,0,3,2,RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,
16321,3,0,1,2,2,"RT @KapreceSun: where my 2 favorite jiggers at? @S_hawn24, @Satisfied_x ? &#128514;&#128514;&#128514; https://t.co/unNm233mFQ",
16322,3,0,0,3,2,RT @KarenRFM: No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @wcve #&#8230;,
16323,3,0,1,2,2,"RT @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA""@catoxx3: @DJZeeti twitpic a selfie if u a ho http://t.co/j4RuNFZrtX""",
16324,3,0,0,3,2,RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;,
16328,3,0,0,3,2,RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;,
16329,3,0,0,3,2,"RT @KatiePavlich: Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company.",
16330,3,0,0,3,2,"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;",
16343,3,0,0,3,2,RT @KeithOlbermann: @MarkDBrown0824 you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?,
16347,3,0,0,3,2,RT @KelsieBelsi: @Vntxnius lmao it will have a slope of -2x+1,
16348,3,0,0,3,2,"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;",
16354,3,0,0,3,2,RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,
16362,3,0,0,3,2,RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...,
16371,3,0,0,3,2,RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;,
16372,3,0,0,3,2,RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali,
16374,3,0,0,3,2,RT @Kick_Man: Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful,
16375,3,0,0,3,2,RT @Kicks_AndTits23: Lewis so trash lmao,
16398,3,0,0,3,2,RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.,
16401,3,0,1,2,2,RT @KingDrayn: @rosebeforehoes2 don't forget we gotta take out trash and need milk...and spermicidal lube,
16411,3,0,0,3,2,RT @KingKwama: Female IG Models in person be so trash &#128546;,
16420,3,0,0,3,2,RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,
16435,3,0,0,3,2,RT @KnickRumors: Mets superstar pitcher @MattHarvey33 is at the Yankees game wearing a Knicks hat #KnicksTape http://t.co/g5fqGTE2s0,
16447,7,0,0,7,2,RT @Krislisisms: Hot 97 trash.,
16448,3,0,1,2,2,RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,
16450,3,0,1,2,2,RT @Kstar__: Told you RT @Astronaut_Tone: Artprize is more than trash,
16457,3,0,0,3,2,RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,
16461,3,0,1,2,2,"RT @KySportsRadio: For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho&#8230;",
16464,3,0,0,3,2,"RT @KyleKallgren: You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",
16466,3,0,0,3,2,RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,
16472,3,0,0,3,2,RT @L3tsVibe: Keys open doors when them keys is albino,
16484,6,0,0,6,2,RT @LJSpagnoli: Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996,
16487,3,0,1,2,2,RT @LOHANTHONY: i'd never send my kids to private school because then they would never experience ghetto public school fights,
16488,3,0,0,3,2,RT @LOHANTHONY: i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,
16492,3,0,0,3,2,"RT @LRTC1: Magnus the ""team leader"" was particularly rude and unhelpful. As opposed to Charlie, who just blatantly lied. Awful service. @s&#8230;",
16494,3,0,0,3,2,"RT @LVL_KY_Events: Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ...",
16500,3,0,1,2,2,RT @LadyMercia: Mother of Manchester 'terror twins' who went to Syria to become Jihadi brides snatched by ISIS ... http://t.co/trhNMdVnCM v&#8230;,
16504,3,0,1,2,2,RT @LakersTV: VIDEO: @kobebryant on talking trash while facing @NickSwagyPYoung during today&#8217;s scrimmage &#8211; http://t.co/3njZFytc1R http://t.&#8230;,
16516,3,1,0,2,2,RT @Latrobemark: @wheeler_kashhh your a early bird,
16517,3,0,0,3,2,"RT @LauraBehnke: #Yankees fans having flashbacks! RT @WCCORosen: @LauraBehnke You remember THIS Phil Hughes! It's already 4 to 0, still no &#8230;",
16518,3,0,0,3,2,"RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",
